president,term,start_date,end_date,approving,disapproving,unsure_no_data,democrats_approving,independents_approving,republicans_approving,poll_source,source_url
George Bush,1st term,10/11/1990,10/14/1990,56,33,,39,54,79,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/3/1990,10/4/1990,66,25,,49,65,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/27/1990,9/30/1990,67,20,,50,65,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/14/1990,9/16/1990,73,17,,62,65,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/10/1990,9/11/1990,76,16,,68,71,88,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/30/1990,9/2/1990,74,17,,62,73,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/23/1990,8/26/1990,76,16,,63,76,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/16/1990,8/19/1990,75,16,,62,74,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/9/1990,8/12/1990,74,16,,62,71,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/19/1990,7/22/1990,60,25,,45,60,79,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/6/1990,7/8/1990,63,24,,53,56,83,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/15/1990,6/17/1990,69,17,,56,68,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/7/1990,6/10/1990,67,18,,53,64,85,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/17/1990,5/20/1990,65,20,,51,63,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/19/1990,4/22/1990,67,17,,56,65,83,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/5/1990,4/8/1990,68,16,,59,62,85,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/15/1990,3/18/1990,74,15,,61,71,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/8/1990,3/11/1990,68,18,,53,70,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/15/1990,2/18/1990,73,16,,61,68,90,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/8/1990,2/11/1990,73,16,,61,65,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/4/1990,1/7/1990,80,11,,68,77,94,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/7/1989,12/10/1989,71,20,,59,70,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/2/1989,11/5/1989,70,17,,55,69,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/5/1989,10/8/1989,68,20,,49,66,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/7/1989,9/10/1989,70,17,,59,65,85,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/10/1989,8/13/1989,69,19,,59,66,83,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/6/1989,7/9/1989,66,19,,49,63,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/8/1989,6/11/1989,70,14,,55,67,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/15/1989,5/18/1989,63,18,,48,58,83,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/4/1989,5/7/1989,56,22,,41,48,79,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/10/1989,4/16/1989,58,16,,42,51,81,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/10/1989,3/13/1989,56,16,,43,46,78,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/28/1989,3/2/1989,63,13,,46,58,82,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/24/1989,1/26/1989,51,6,,38,48,69,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
Ronald Reagan,1st term,12/27/1988,12/29/1988,63,29,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,11/11/1988,11/14/1988,57,35,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/21/1988,10/24/1988,51,38,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/25/1988,10/01/1988,54,37,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/19/1988,08/22/1988,53,37,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/15/1988,07/18/1988,54,36,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/01/1988,07/07/1988,51,35,14,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/24/1988,06/27/1988,48,40,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,6/10/1988,6/13/1988,51,39,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,05/13/1988,5/22/1988,48,43,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,05/02/1988,05/08/1988,50,38,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,4/8/1988,4/11/1988,50,39,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,3/8/1988,3/12/1988,51,37,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,3/4/1988,3/6/1988,50,42,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/22/1988,01/25/1988,49,40,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,12/04/1987,12/07/1987,49,41,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/23/1987,10/26/1987,51,41,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/24/1987,09/02/1987,49,42,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/07/1987,08/10/1987,45,41,14,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/10/1987,07/13/1987,49,43,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/08/1987,06/14/1987,53,40,7,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/05/1987,06/08/1987,47,44,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,04/10/1987,04/13/1987,48,43,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,03/14/1987,03/18/1987,47,44,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,03/06/1987,03/09/1987,43,46,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/16/1987,01/19/1987,48,43,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,12/05/1986,12/08/1986,48,43,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,12/04/1986,12/05/1986,47,44,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/24/1986,10/27/1986,63,29,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/13/1986,09/17/1986,63,26,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/12/1986,09/15/1986,61,25,14,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/08/1986,08/11/1986,61,27,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/11/1986,07/14/1986,63,28,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/09/1986,06/16/1986,64,26,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/06/1986,06/09/1986,61,29,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,05/16/1986,05/19/1986,68,23,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,04/11/1986,04/14/1986,62,29,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,03/04/1986,03/10/1986,63,26,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/10/1986,01/13/1986,64,27,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,12/06/1985,12/09/1985,63,29,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,11/11/1985,11/18/1985,65,24,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,11/01/1985,11/04/1985,62,28,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/11/1985,10/14/1985,63,29,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/13/1985,09/16/1985,60,30,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/16/1985,08/19/1985,57,32,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/13/1985,08/15/1985,65,26,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/12/1985,07/15/1985,63,28,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,6/7/1985,6/10/1985,58,32,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,5/17/1985,5/20/1985,55,37,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,4/12/1985,4/15/1985,52,37,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,3/8/1985,3/11/1985,56,37,7,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,02/15/1985,02/18/1985,60,31,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/25/1985,01/28/1985,64,28,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/11/1985,01/14/1985,62,29,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,12/07/1984,12/10/1984,59,32,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,11/30/1984,12/03/1984,62,30,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,11/09/1984,11/12/1984,61,31,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/26/1984,10/29/1984,58,33,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/28/1984,10/01/1984,54,35,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/21/1984,09/24/1984,57,36,7,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/07/1984,09/10/1984,57,36,7,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/10/1984,08/13/1984,54,38,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/27/1984,07/30/1984,52,37,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/13/1984,07/16/1984,55,35,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/06/1984,07/09/1984,54,35,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/29/1984,07/02/1984,53,37,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/22/1984,06/25/1984,54,36,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/06/1984,6/8/1984,55,33,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,5/18/1984,05/21/1984,54,38,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,05/03/1984,5/5/1984,52,37,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,4/6/1984,4/9/1984,54,36,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,03/16/1984,03/19/1984,54,39,7,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,02/10/1984,02/13/1984,55,36,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/27/1984,01/30/1984,55,37,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,01/13/1984,01/16/1984,52,38,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,12/09/1983,12/12/1983,54,38,8,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,11/18/1983,11/21/1983,53,37,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/21/1983,10/24/1983,49,41,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,10/07/1983,10/10/1983,45,44,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/16/1983,09/19/1983,47,43,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,09/09/1983,09/12/1983,47,42,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/19/1983,08/22/1983,43,46,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/12/1983,08/15/1983,43,45,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,08/05/1983,08/08/1983,44,46,10,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/29/1983,08/01/1983,44,42,14,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,07/22/1983,07/25/1983,42,47,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/24/1983,06/27/1983,47,44,9,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,06/10/1983,06/13/1983,43,45,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,05/20/1983,05/23/1983,46,43,11,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
Ronald Reagan,1st term,05/13/1983,05/16/1983,43,45,12,,,,,https://www.presidency.ucsb.edu/statistics/data/ronald-reagan-public-approval
